gene	cog_category
Pk_ctg1_1046	S
Pk_ctg1_1047	P
Pk_ctg1_1048	P
Pk_ctg1_1049	PT
Pk_ctg1_1050	K
Pk_ctg1_1051	G
Pk_ctg1_1052	EG
Pk_ctg1_1053	G
Pk_ctg1_1054	K
Pk_ctg1_1055	T
Pk_ctg1_1056	G
Pk_ctg1_1057	G
Pk_ctg1_1058	P
Pk_ctg1_1059	P
Pk_ctg1_1060	P
Pk_ctg1_1061	M
Pk_ctg1_1062	G
Pk_ctg1_1063	K
Pk_ctg1_1064	G
Pk_ctg1_1065	G
Pk_ctg1_1066	G
Pk_ctg1_1067	Q
Pk_ctg1_1068	E
Pk_ctg1_1069	S
Pk_ctg1_1070	S
Pk_ctg1_1071	I
Pk_ctg1_1072	I
Pk_ctg1_1073	IQ
Pk_ctg1_1074	IQ
Pk_ctg1_1075	No_COG
Pk_ctg1_1076	No_COG
Pk_ctg1_1077	S
Pk_ctg1_1078	J
Pk_ctg1_1079	K
Pk_ctg1_1080	No_COG
Pk_ctg1_1081	I
Pk_ctg1_1082	P
Pk_ctg1_1083	K
Pk_ctg1_1084	E
Pk_ctg1_1085	NT
Pk_ctg1_1086	No_COG
Pk_ctg1_1087	EGP
Pk_ctg1_1088	S
Pk_ctg1_1089	K
Pk_ctg1_1090	K
Pk_ctg1_1091	F
Pk_ctg1_1092	EG
Pk_ctg1_1093	E
Pk_ctg1_1094	E
Pk_ctg1_1095	K
Pk_ctg1_1096	No_COG
Pk_ctg1_1097	K
Pk_ctg1_1098	Q
Pk_ctg1_1099	J
Pk_ctg1_1100	S
Pk_ctg1_1101	S
Pk_ctg1_1102	K
Pk_ctg1_1103	No_COG
Pk_ctg1_1104	K
Pk_ctg1_1105	S
Pk_ctg1_1106	IQ
Pk_ctg1_1107	K
Pk_ctg1_1108	P
Pk_ctg1_1109	P
Pk_ctg1_1110	NT
Pk_ctg1_1111	No_COG
Pk_ctg1_1112	S
Pk_ctg1_1113	C
Pk_ctg1_1114	S
Pk_ctg1_1115	S
Pk_ctg1_1116	F
Pk_ctg1_1117	K
Pk_ctg1_1118	S
Pk_ctg1_1119	L
Pk_ctg1_1120	NT
Pk_ctg1_1121	T
Pk_ctg1_1122	K
Pk_ctg1_1123	S
Pk_ctg1_1124	J
Pk_ctg1_1125	K
Pk_ctg1_1126	K
Pk_ctg1_1127	S
Pk_ctg1_1128	No_COG
Pk_ctg1_1129	No_COG
Pk_ctg1_1130	No_COG
Pk_ctg1_1131	L
Pk_ctg1_1132	K
Pk_ctg1_1133	F
Pk_ctg1_1134	S
Pk_ctg1_1135	I
Pk_ctg1_1136	ET
Pk_ctg1_1137	P
Pk_ctg1_1138	P
Pk_ctg1_1139	S
Pk_ctg1_1140	E
Pk_ctg1_1141	K
Pk_ctg1_1142	S
Pk_ctg1_1143	E
Pk_ctg1_1144	E
Pk_ctg1_1145	E
Pk_ctg1_1146	C
Pk_ctg1_1147	E
Pk_ctg1_1148	S
Pk_ctg1_1149	E
Pk_ctg1_1150	H
Pk_ctg1_1151	E
Pk_ctg1_1152	J
Pk_ctg1_1153	E
Pk_ctg1_1154	J
Pk_ctg1_1155	No_COG
Pk_ctg1_1156	P
Pk_ctg1_1157	K
Pk_ctg1_1158	No_COG
Pk_ctg1_1159	F
Pk_ctg1_1160	No_COG
Pk_ctg1_1161	No_COG
Pk_ctg1_1162	No_COG
Pk_ctg1_1163	S
Pk_ctg1_1164	L
Pk_ctg1_1165	No_COG
Pk_ctg1_1166	S
Pk_ctg1_1167	No_COG
Pk_ctg1_1168	No_COG
Pk_ctg1_1169	No_COG
Pk_ctg1_1170	No_COG
Pk_ctg1_1171	No_COG
Pk_ctg1_1172	No_COG
Pk_ctg1_1173	No_COG
Pk_ctg1_1174	S
Pk_ctg1_1175	No_COG
Pk_ctg1_1176	S
Pk_ctg1_1177	No_COG
Pk_ctg1_1178	No_COG
Pk_ctg1_1179	No_COG
Pk_ctg1_1180	No_COG
Pk_ctg1_1181	No_COG
Pk_ctg1_1182	No_COG
Pk_ctg1_1183	No_COG
Pk_ctg1_1184	S
Pk_ctg1_1185	No_COG
Pk_ctg1_1186	K
Pk_ctg1_1187	L
Pk_ctg1_1188	No_COG
Pk_ctg1_1189	S
Pk_ctg1_1190	T
Pk_ctg1_1191	F
Pk_ctg1_1192	E
Pk_ctg1_1193	EGP
Pk_ctg1_1194	M
Pk_ctg1_1195	N
Pk_ctg1_1196	N
Pk_ctg1_1197	N
Pk_ctg1_1198	T
Pk_ctg1_1199	NT
Pk_ctg1_1200	N
Pk_ctg1_1201	N
Pk_ctg1_1202	N
Pk_ctg1_1203	N
Pk_ctg1_1204	Q
Pk_ctg1_1205	F
Pk_ctg1_1206	K
Pk_ctg1_1207	T
Pk_ctg1_1208	Q
Pk_ctg1_1209	Q
Pk_ctg1_1210	M
Pk_ctg1_1211	K
Pk_ctg1_1212	T
Pk_ctg1_1213	K
Pk_ctg1_1214	C
Pk_ctg1_1215	C
Pk_ctg1_1216	S
Pk_ctg1_1217	S
Pk_ctg1_1218	J
Pk_ctg1_1219	L
Pk_ctg1_1220	S
Pk_ctg1_1221	S
Pk_ctg1_1222	P
Pk_ctg1_1223	CO
Pk_ctg1_1224	O
Pk_ctg1_1225	No_COG
Pk_ctg1_1226	No_COG
Pk_ctg1_1227	CH
Pk_ctg1_1228	T
Pk_ctg1_1229	KT
Pk_ctg1_1230	T
Pk_ctg1_1231	E
Pk_ctg1_1232	J
Pk_ctg1_1233	KT
Pk_ctg1_1234	C
Pk_ctg1_1235	S
Pk_ctg1_1236	No_COG
Pk_ctg1_1237	IQ
Pk_ctg1_1238	I
Pk_ctg1_1239	T
Pk_ctg1_1240	S
Pk_ctg1_1241	H
Pk_ctg1_1242	I
Pk_ctg1_1243	S
Pk_ctg1_1244	T
Pk_ctg1_1245	I
Pk_ctg1_1246	Q
Pk_ctg1_1247	I
Pk_ctg1_1248	S
Pk_ctg1_1249	M
Pk_ctg1_1250	S
Pk_ctg1_1251	No_COG
Pk_ctg1_1252	DTZ
Pk_ctg1_1253	T
Pk_ctg1_1254	K
Pk_ctg1_1255	F
Pk_ctg1_1256	S
Pk_ctg1_1257	IQ
Pk_ctg1_1258	K
Pk_ctg1_1259	NT
Pk_ctg1_1260	No_COG
Pk_ctg1_1261	No_COG
Pk_ctg1_1262	E
Pk_ctg1_1263	S
Pk_ctg1_1264	S
Pk_ctg1_1265	K
Pk_ctg1_1266	S
Pk_ctg1_1267	I
Pk_ctg1_1268	E
Pk_ctg1_1269	O
Pk_ctg1_1270	V
Pk_ctg1_1271	U
Pk_ctg1_1272	S
Pk_ctg1_1273	S
Pk_ctg1_1274	U
Pk_ctg1_1275	U
Pk_ctg1_1276	F
Pk_ctg1_1277	S
Pk_ctg1_1278	M
Pk_ctg1_1279	T
Pk_ctg1_1280	M
Pk_ctg1_1281	C
Pk_ctg1_1282	C
Pk_ctg1_1283	O
Pk_ctg1_1284	S
Pk_ctg1_1285	J
Pk_ctg1_1286	J
Pk_ctg1_1287	S
Pk_ctg1_1288	OU
Pk_ctg1_1289	D
Pk_ctg1_1290	S
Pk_ctg1_1291	J
Pk_ctg1_1292	I
Pk_ctg1_1293	I
Pk_ctg1_1294	IQ
Pk_ctg1_1295	IQ
Pk_ctg1_1296	I
Pk_ctg1_1297	EH
Pk_ctg1_1298	S
Pk_ctg1_1299	F
Pk_ctg1_1300	L
Pk_ctg1_1301	NU
Pk_ctg1_1302	L
Pk_ctg1_1303	K
Pk_ctg1_1304	C
Pk_ctg1_1305	S
Pk_ctg1_1306	S
Pk_ctg1_1307	K
Pk_ctg1_1308	G
Pk_ctg1_1309	IQ
Pk_ctg1_1310	G
Pk_ctg1_1311	P
Pk_ctg1_1312	G
Pk_ctg1_1313	No_COG
Pk_ctg1_1314	L
Pk_ctg1_1315	L
Pk_ctg1_1316	K
Pk_ctg1_1317	O
Pk_ctg1_1318	U
Pk_ctg1_1319	G
Pk_ctg1_1320	No_COG
Pk_ctg1_1321	No_COG
Pk_ctg1_1322	EGP
Pk_ctg1_1323	S
Pk_ctg1_1324	K
Pk_ctg1_1325	No_COG
Pk_ctg1_1326	T
Pk_ctg1_1327	Q
Pk_ctg1_1328	No_COG
Pk_ctg1_1329	G
Pk_ctg1_1330	G
Pk_ctg1_1331	M
Pk_ctg1_1332	G
Pk_ctg1_1333	K
Pk_ctg1_1334	S
Pk_ctg1_1335	K
Pk_ctg1_1336	C
Pk_ctg1_1337	C
Pk_ctg1_1338	C
Pk_ctg1_1339	ET
Pk_ctg1_1340	S
Pk_ctg1_1341	M
Pk_ctg1_1342	K
Pk_ctg1_1343	No_COG
Pk_ctg1_1344	S
Pk_ctg1_1345	S
Pk_ctg1_1346	M
Pk_ctg1_1347	S
Pk_ctg1_1348	IQ
Pk_ctg1_1349	S
Pk_ctg1_1350	T
Pk_ctg1_1351	S
Pk_ctg1_1352	G
Pk_ctg1_1353	HJK
Pk_ctg1_1354	F
Pk_ctg1_1355	S
Pk_ctg1_1356	S
Pk_ctg1_1357	J
Pk_ctg1_1358	H
Pk_ctg1_1359	I
Pk_ctg1_1360	No_COG
Pk_ctg1_1361	EG
Pk_ctg1_1362	C
Pk_ctg1_1363	S
Pk_ctg1_1364	T
Pk_ctg1_1365	S
Pk_ctg1_1366	O
Pk_ctg1_1367	V
Pk_ctg1_1368	T
Pk_ctg1_1369	H
Pk_ctg1_1370	T
Pk_ctg1_1371	IQ
Pk_ctg1_1372	S
Pk_ctg1_1373	H
Pk_ctg1_1374	F
Pk_ctg1_1375	E
Pk_ctg1_1376	L
Pk_ctg1_1377	E
Pk_ctg1_1378	E
Pk_ctg1_1379	E
Pk_ctg1_1380	E
Pk_ctg1_1381	F
Pk_ctg1_1382	J
Pk_ctg1_1383	No_COG
Pk_ctg1_1384	K
Pk_ctg1_1385	S
Pk_ctg1_1386	M
Pk_ctg1_1387	M
Pk_ctg1_1388	H
Pk_ctg1_1389	M
Pk_ctg1_1390	M
Pk_ctg1_1391	M
Pk_ctg1_1392	M
Pk_ctg1_1393	M
Pk_ctg1_1394	M
Pk_ctg1_1395	M
Pk_ctg1_1396	No_COG
Pk_ctg1_1397	M
Pk_ctg1_1398	M
Pk_ctg1_1399	GM
Pk_ctg1_1400	GM
Pk_ctg1_1401	M
Pk_ctg1_1402	M
Pk_ctg1_1403	M
Pk_ctg1_1404	M
Pk_ctg1_1405	L
Pk_ctg1_1406	S
Pk_ctg1_1407	I
Pk_ctg1_1408	K
Pk_ctg1_1409	S
Pk_ctg1_1410	E
Pk_ctg1_1411	No_COG
Pk_ctg1_1412	P
Pk_ctg1_1413	P
Pk_ctg1_1414	P
Pk_ctg1_1415	T
Pk_ctg1_1416	K
Pk_ctg1_1417	S
Pk_ctg1_1418	No_COG
Pk_ctg1_1419	S
Pk_ctg1_1420	I
Pk_ctg1_1421	L
Pk_ctg1_1422	NT
Pk_ctg1_1423	L
Pk_ctg1_1424	M
Pk_ctg1_1425	S
Pk_ctg1_1426	No_COG
Pk_ctg1_1427	K
Pk_ctg1_1428	L
Pk_ctg1_1429	L
Pk_ctg1_1430	L
Pk_ctg1_1431	I
Pk_ctg1_1432	K
Pk_ctg1_1433	No_COG
Pk_ctg1_1434	No_COG
Pk_ctg1_1435	No_COG
Pk_ctg1_1436	No_COG
Pk_ctg1_1437	No_COG
Pk_ctg1_1438	No_COG
Pk_ctg1_1439	No_COG
Pk_ctg1_1440	KLT
Pk_ctg1_1441	S
Pk_ctg1_1442	L
Pk_ctg1_1443	G
Pk_ctg1_1444	No_COG
Pk_ctg1_1445	No_COG
Pk_ctg1_1446	No_COG
Pk_ctg1_1447	No_COG
Pk_ctg1_1448	No_COG
Pk_ctg1_1449	K
Pk_ctg1_1450	F
Pk_ctg1_1451	F
Pk_ctg1_1452	L
Pk_ctg1_1453	G
Pk_ctg1_1454	No_COG
Pk_ctg1_1455	No_COG
Pk_ctg1_1456	L
Pk_ctg1_1457	L
Pk_ctg1_1458	No_COG
Pk_ctg1_1459	No_COG
Pk_ctg1_1460	No_COG
Pk_ctg1_1461	S
Pk_ctg1_1462	No_COG
Pk_ctg1_1463	No_COG
Pk_ctg1_1464	K
Pk_ctg1_1465	No_COG
Pk_ctg1_1466	No_COG
Pk_ctg1_1467	L
Pk_ctg1_1468	L
Pk_ctg1_1469	No_COG
Pk_ctg1_1470	K
Pk_ctg1_1471	Q
Pk_ctg1_1472	Q
Pk_ctg1_1473	E
Pk_ctg1_1474	No_COG
Pk_ctg1_1475	M
Pk_ctg1_1476	S
Pk_ctg1_1477	S
Pk_ctg1_1478	E
Pk_ctg1_1479	S
Pk_ctg1_1480	CO
Pk_ctg1_1481	H
Pk_ctg1_1482	S
Pk_ctg1_1483	T
Pk_ctg1_1484	K
Pk_ctg1_1485	K
Pk_ctg1_1486	No_COG
Pk_ctg1_1487	S
Pk_ctg1_1488	J
Pk_ctg1_1489	O
Pk_ctg1_1490	K
Pk_ctg1_1491	K
Pk_ctg1_1492	S
Pk_ctg1_1493	K
Pk_ctg1_1494	S
Pk_ctg1_1495	S
Pk_ctg1_1496	E
Pk_ctg1_1497	E
Pk_ctg1_1498	I
Pk_ctg1_1499	JKL
Pk_ctg1_1500	S
Pk_ctg1_1501	Q
Pk_ctg1_1502	O
Pk_ctg1_1503	E
Pk_ctg1_1504	O
Pk_ctg1_1505	O
Pk_ctg1_1506	K
Pk_ctg1_1507	T
Pk_ctg1_1508	S
Pk_ctg1_1509	T
Pk_ctg1_1510	T
Pk_ctg1_1511	T
Pk_ctg1_1512	F
Pk_ctg1_1513	T
Pk_ctg1_1514	No_COG
Pk_ctg1_1515	S
Pk_ctg1_1516	S
Pk_ctg1_1517	P
Pk_ctg1_1518	P
Pk_ctg1_1519	CO
Pk_ctg1_1520	No_COG
Pk_ctg1_1521	J
Pk_ctg1_1522	S
Pk_ctg1_1523	H
Pk_ctg1_1524	H
Pk_ctg1_1525	H
Pk_ctg1_1526	No_COG
Pk_ctg1_1527	F
Pk_ctg1_1528	K
Pk_ctg1_1529	T
Pk_ctg1_1530	No_COG
Pk_ctg1_1531	NT
Pk_ctg1_1532	S
Pk_ctg1_1533	S
Pk_ctg1_1534	L
Pk_ctg1_1535	I
Pk_ctg1_1536	I
Pk_ctg1_1537	I
Pk_ctg1_1538	I
Pk_ctg1_1539	IQ
Pk_ctg1_1540	E
Pk_ctg1_1541	K
Pk_ctg1_1542	ET
Pk_ctg1_1543	J
Pk_ctg1_1544	K
Pk_ctg1_1545	IQ
Pk_ctg1_1546	S
Pk_ctg1_1547	No_COG
Pk_ctg1_1548	O
Pk_ctg1_1549	CO
Pk_ctg1_1550	CO
Pk_ctg1_1551	KT
Pk_ctg1_1552	T
Pk_ctg1_1553	K
Pk_ctg1_1554	E
Pk_ctg1_1555	S
Pk_ctg1_1556	P
Pk_ctg1_1557	P
Pk_ctg1_1558	P
Pk_ctg1_1559	P
Pk_ctg1_1560	No_COG
Pk_ctg1_1561	No_COG
Pk_ctg1_1562	S
Pk_ctg1_1563	S
Pk_ctg1_1564	H
Pk_ctg1_1565	E
Pk_ctg1_1566	K
Pk_ctg1_1567	S
Pk_ctg1_1568	S
Pk_ctg1_1569	K
Pk_ctg1_1570	S
Pk_ctg1_1571	K
Pk_ctg1_1572	I
Pk_ctg1_1573	C
Pk_ctg1_1574	S
Pk_ctg1_1575	No_COG
Pk_ctg1_1576	E
Pk_ctg1_1577	E
Pk_ctg1_1578	E
Pk_ctg1_1579	Q
Pk_ctg1_1580	IQ
Pk_ctg1_1581	K
Pk_ctg1_1582	No_COG
Pk_ctg1_1583	S
Pk_ctg1_1584	No_COG
Pk_ctg1_1585	M
Pk_ctg1_1586	No_COG
Pk_ctg1_1587	K
Pk_ctg1_1588	No_COG
Pk_ctg1_1589	No_COG
Pk_ctg1_1590	K
Pk_ctg1_1591	S
Pk_ctg1_1592	O
Pk_ctg1_1593	S
Pk_ctg1_1594	V
Pk_ctg1_1595	C
Pk_ctg1_1596	J
Pk_ctg1_1597	O
Pk_ctg1_1598	V
Pk_ctg1_1599	H
Pk_ctg1_1600	No_COG
Pk_ctg1_1601	V
Pk_ctg1_1602	D
Pk_ctg1_1603	M
Pk_ctg1_1604	S
Pk_ctg1_1605	T
Pk_ctg1_1606	No_COG
Pk_ctg1_1607	I
Pk_ctg1_1608	I
Pk_ctg1_1609	S
Pk_ctg1_1610	L
Pk_ctg1_1611	S
Pk_ctg1_1612	No_COG
Pk_ctg1_1613	D
Pk_ctg1_1614	K
Pk_ctg1_1615	K
Pk_ctg1_1616	G
Pk_ctg1_1617	F
Pk_ctg1_1618	KL
Pk_ctg1_1619	KL
Pk_ctg1_1620	S
Pk_ctg1_1621	L
Pk_ctg1_1622	G
Pk_ctg1_1623	EGP
Pk_ctg1_1624	H
Pk_ctg1_1625	C
Pk_ctg1_1626	C
Pk_ctg1_1627	S
Pk_ctg1_1628	M
Pk_ctg1_1629	V
Pk_ctg1_1630	M
Pk_ctg1_1631	T
Pk_ctg1_1632	KT
Pk_ctg1_1633	P
Pk_ctg1_1634	K
Pk_ctg1_1635	S
Pk_ctg1_1636	S
Pk_ctg1_1637	M
Pk_ctg1_1638	S
Pk_ctg1_1639	KT
Pk_ctg1_1640	T
Pk_ctg1_1641	F
Pk_ctg1_1642	G
Pk_ctg1_1643	T
Pk_ctg1_1644	D
Pk_ctg1_1645	M
Pk_ctg1_1646	S
Pk_ctg1_1647	S
Pk_ctg1_1648	No_COG
Pk_ctg1_1649	I
Pk_ctg1_1650	E
Pk_ctg1_1651	G
Pk_ctg1_1652	M
Pk_ctg1_1653	No_COG
Pk_ctg1_1654	M
Pk_ctg1_1655	No_COG
Pk_ctg1_1656	M
Pk_ctg1_1657	S
Pk_ctg1_1658	NU
Pk_ctg1_1659	NU
Pk_ctg1_1660	M
Pk_ctg1_1661	K
Pk_ctg1_1662	No_COG
Pk_ctg1_1663	T
Pk_ctg1_1664	V
Pk_ctg1_1665	No_COG
Pk_ctg1_1666	J
Pk_ctg1_1667	No_COG
Pk_ctg1_1668	No_COG
Pk_ctg1_1669	No_COG
Pk_ctg1_1670	E
Pk_ctg1_1671	E
Pk_ctg1_1672	BQ
Pk_ctg1_1673	K
Pk_ctg1_1674	No_COG
Pk_ctg1_1675	No_COG
Pk_ctg1_1676	ET
Pk_ctg1_1677	I
Pk_ctg1_1678	K
Pk_ctg1_1679	No_COG
Pk_ctg1_1680	J
Pk_ctg1_1681	T
Pk_ctg1_1682	No_COG
Pk_ctg1_1683	S
Pk_ctg1_1684	EGP
Pk_ctg1_1685	V
Pk_ctg1_1686	K
Pk_ctg1_1687	EGP
Pk_ctg1_1688	U
Pk_ctg1_1689	U
Pk_ctg1_1690	CH
Pk_ctg1_1691	F
Pk_ctg1_1692	E
Pk_ctg1_1693	M
Pk_ctg1_1694	O
Pk_ctg1_1695	E
Pk_ctg1_1696	EH
Pk_ctg1_1697	K
Pk_ctg1_1698	PT
Pk_ctg1_1699	P
Pk_ctg1_1700	EGP
Pk_ctg1_1701	E
Pk_ctg1_1702	S
Pk_ctg1_1703	I
Pk_ctg1_1704	M
Pk_ctg1_1705	F
Pk_ctg1_1706	F
Pk_ctg1_1707	No_COG
Pk_ctg1_1708	S
Pk_ctg1_1709	H
Pk_ctg1_1710	S
Pk_ctg1_1711	S
Pk_ctg1_1712	S
Pk_ctg1_1713	K
Pk_ctg1_1714	T
Pk_ctg1_1715	NT
Pk_ctg1_1716	S
Pk_ctg1_1717	T
Pk_ctg1_1718	K
Pk_ctg1_1719	S
Pk_ctg1_1720	S
Pk_ctg1_1721	L
Pk_ctg1_1722	S
Pk_ctg1_1723	No_COG
Pk_ctg1_1724	No_COG
Pk_ctg1_1725	K
Pk_ctg1_1726	S
Pk_ctg1_1727	C
Pk_ctg1_1728	F
Pk_ctg1_1729	M
Pk_ctg1_1730	O
Pk_ctg1_1731	F
Pk_ctg1_1732	H
Pk_ctg1_1733	T
Pk_ctg1_1734	O
Pk_ctg1_1735	H
Pk_ctg1_1736	CH
Pk_ctg1_1737	P
Pk_ctg1_1738	S
Pk_ctg1_1739	No_COG
Pk_ctg1_1740	NU
Pk_ctg1_1741	K
Pk_ctg1_1742	K
Pk_ctg1_1743	S
Pk_ctg1_1744	P
Pk_ctg1_1745	P
Pk_ctg1_1746	P
Pk_ctg1_1747	E
Pk_ctg1_1748	P
Pk_ctg1_1749	U
Pk_ctg1_1750	U
Pk_ctg1_1751	M
Pk_ctg1_1752	O
Pk_ctg1_1753	T
Pk_ctg1_1754	L
Pk_ctg1_1755	S
Pk_ctg1_1756	S
Pk_ctg1_1757	S
Pk_ctg1_1758	S
Pk_ctg1_1759	M
Pk_ctg1_1760	No_COG
Pk_ctg1_1761	S
Pk_ctg1_1762	No_COG
Pk_ctg1_1763	No_COG
Pk_ctg1_1764	No_COG
Pk_ctg1_1765	No_COG
Pk_ctg1_1766	G
Pk_ctg1_1767	No_COG
Pk_ctg1_1768	EGP
Pk_ctg1_1769	S
Pk_ctg1_1770	No_COG
Pk_ctg1_1771	K
Pk_ctg1_1772	S
Pk_ctg1_1773	S
Pk_ctg1_1774	No_COG
Pk_ctg1_1775	No_COG
Pk_ctg1_1776	No_COG
Pk_ctg1_1777	S
Pk_ctg1_1778	V
Pk_ctg1_1779	K
Pk_ctg1_1780	M
Pk_ctg1_1781	P
Pk_ctg1_1782	K
Pk_ctg1_1783	No_COG
Pk_ctg1_1784	EG
Pk_ctg1_1785	K
Pk_ctg1_1786	O
Pk_ctg1_1787	S
Pk_ctg1_1788	No_COG
Pk_ctg1_1789	No_COG
Pk_ctg1_1790	S
Pk_ctg1_1791	E
Pk_ctg1_1792	S
Pk_ctg1_1793	S
Pk_ctg1_1794	S
Pk_ctg1_1795	E
Pk_ctg1_1796	EGP
Pk_ctg1_1797	K
Pk_ctg1_1798	No_COG
Pk_ctg1_1799	P
Pk_ctg1_1800	No_COG
Pk_ctg1_1801	S
Pk_ctg1_1802	No_COG
Pk_ctg1_1803	No_COG
Pk_ctg1_1804	M
Pk_ctg1_1805	No_COG
Pk_ctg1_1806	No_COG
Pk_ctg1_1807	F
Pk_ctg1_1808	D
Pk_ctg1_1809	O
Pk_ctg1_1810	O
Pk_ctg1_1811	O
Pk_ctg1_1812	L
Pk_ctg1_1813	O
Pk_ctg1_1814	No_COG
Pk_ctg1_1815	EGP
Pk_ctg1_1816	K
Pk_ctg1_1817	S
Pk_ctg1_1818	K
Pk_ctg1_1819	M
Pk_ctg1_1820	C
Pk_ctg1_1821	E
Pk_ctg1_1822	C
Pk_ctg1_1823	No_COG
Pk_ctg1_1824	S
Pk_ctg1_1825	E
Pk_ctg1_1826	K
Pk_ctg1_1827	K
Pk_ctg1_1828	G
Pk_ctg1_1829	E
Pk_ctg1_1830	T
Pk_ctg1_1831	K
Pk_ctg1_1832	KLT
Pk_ctg1_1833	S
Pk_ctg1_1834	S
Pk_ctg1_1835	S
Pk_ctg1_1836	S
Pk_ctg1_1837	S
Pk_ctg1_1838	NU
Pk_ctg1_1839	NU
Pk_ctg1_1840	S
Pk_ctg1_1841	K
Pk_ctg1_1842	K
Pk_ctg1_1843	C
Pk_ctg1_1844	C
Pk_ctg1_1845	EGP
Pk_ctg1_1846	E
Pk_ctg1_1847	S
Pk_ctg1_1848	K
Pk_ctg1_1849	I
Pk_ctg1_1850	I
Pk_ctg1_1851	I
Pk_ctg1_1852	I
Pk_ctg1_1853	IQ
Pk_ctg1_1854	E
Pk_ctg1_1855	K
Pk_ctg1_1856	K
Pk_ctg1_1857	I
Pk_ctg1_1858	MP
Pk_ctg1_1859	L
Pk_ctg1_1860	K
Pk_ctg1_1861	M
Pk_ctg1_1862	S
Pk_ctg1_1863	S
Pk_ctg1_1864	K
Pk_ctg1_1865	M
Pk_ctg1_1866	V
Pk_ctg1_1867	U
Pk_ctg1_1868	S
Pk_ctg1_1869	G
Pk_ctg1_1870	J
Pk_ctg1_1871	J
Pk_ctg1_1872	EGP
Pk_ctg1_1873	KQ
Pk_ctg1_1874	P
Pk_ctg1_1875	P
Pk_ctg1_1876	P
Pk_ctg1_1877	P
Pk_ctg1_1878	S
Pk_ctg1_1879	G
Pk_ctg1_1880	T
Pk_ctg1_1881	KT
Pk_ctg1_1882	MU
Pk_ctg1_1883	M
Pk_ctg1_1884	P
Pk_ctg1_1885	No_COG
Pk_ctg1_1886	S
Pk_ctg1_1887	No_COG
Pk_ctg1_1888	S
Pk_ctg1_1889	S
Pk_ctg1_1890	C
Pk_ctg1_1891	C
Pk_ctg1_1892	CP
Pk_ctg1_1893	C
Pk_ctg1_1894	C
Pk_ctg1_1895	C
Pk_ctg1_1896	C
Pk_ctg1_1897	C
Pk_ctg1_1898	C
Pk_ctg1_1899	C
Pk_ctg1_1900	C
Pk_ctg1_1901	C
Pk_ctg1_1902	C
Pk_ctg1_1903	C
Pk_ctg1_1904	U
Pk_ctg1_1905	S
Pk_ctg1_1906	S
Pk_ctg1_1907	F
Pk_ctg1_1908	S
Pk_ctg1_1909	J
Pk_ctg1_1910	F
Pk_ctg1_1911	C
Pk_ctg1_1912	C
Pk_ctg1_1913	K
Pk_ctg1_1914	E
Pk_ctg1_1915	O
Pk_ctg1_1916	L
Pk_ctg1_1917	J
Pk_ctg1_1918	O
Pk_ctg1_1919	O
Pk_ctg1_1920	O
Pk_ctg1_1921	No_COG
Pk_ctg1_1922	D
Pk_ctg1_1923	M
Pk_ctg1_1924	L
Pk_ctg1_1925	D
Pk_ctg1_1926	J
Pk_ctg1_1927	H
Pk_ctg1_1928	O
Pk_ctg1_1929	E
Pk_ctg1_1930	P
Pk_ctg1_1931	P
Pk_ctg1_1932	P
Pk_ctg1_1933	P
Pk_ctg1_1934	S
Pk_ctg1_1935	No_COG
Pk_ctg1_1936	No_COG
Pk_ctg1_1937	K
Pk_ctg1_1938	S
Pk_ctg1_1939	S
Pk_ctg1_1940	G
Pk_ctg1_1941	L
Pk_ctg1_1942	L
Pk_ctg1_1943	M
Pk_ctg1_1944	Q
Pk_ctg1_1945	S
Pk_ctg1_1946	K
Pk_ctg1_1947	K
Pk_ctg1_1948	No_COG
Pk_ctg1_1949	No_COG
Pk_ctg1_1950	No_COG
Pk_ctg1_1951	P
Pk_ctg1_1952	S
Pk_ctg1_1953	K
Pk_ctg1_1954	EG
Pk_ctg1_1955	K
Pk_ctg1_1956	C
Pk_ctg1_1957	No_COG
Pk_ctg1_1958	T
Pk_ctg1_1959	NU
Pk_ctg1_1960	M
Pk_ctg1_1961	V
Pk_ctg1_1962	S
Pk_ctg1_1963	S
Pk_ctg1_1964	S
Pk_ctg1_1965	No_COG
Pk_ctg1_1966	S
Pk_ctg1_1967	Q
Pk_ctg1_1968	K
Pk_ctg1_1969	No_COG
Pk_ctg1_1970	EQ
Pk_ctg1_1971	E
Pk_ctg1_1972	K
Pk_ctg1_1973	J
Pk_ctg1_1974	T
Pk_ctg1_1975	S
Pk_ctg1_1976	O
Pk_ctg1_1977	No_COG
Pk_ctg1_1978	K
Pk_ctg1_1979	C
Pk_ctg1_1980	IQ
Pk_ctg1_1981	S
Pk_ctg1_1982	T
Pk_ctg1_1983	KT
Pk_ctg1_1984	No_COG
Pk_ctg1_1985	D
Pk_ctg1_1986	G
Pk_ctg1_1987	No_COG
Pk_ctg1_1988	C
Pk_ctg1_1989	C
Pk_ctg1_1990	E
Pk_ctg1_1991	P
Pk_ctg1_1992	K
Pk_ctg1_1993	P
Pk_ctg1_1994	EGP
Pk_ctg1_1995	S
Pk_ctg1_1996	No_COG
Pk_ctg1_1997	T
Pk_ctg1_1998	G
Pk_ctg1_1999	No_COG
Pk_ctg1_2000	No_COG
Pk_ctg1_2001	No_COG
Pk_ctg1_2002	No_COG
Pk_ctg1_2003	K
